DATE,"Employment rate, aged 25-54",,,,,,
1/1/00,81.71631355,0,0,0,0,0,0
2/1/00,81.73639575,0,0,0,0,0,0
3/1/00,81.7127164,0,0,0,0,0,0
4/1/00,81.9628218,0,0,0,0,0,0
5/1/00,81.58786518,0,0,0,0,0,0
6/1/00,81.55065482,0,0,0,0,0,0
7/1/00,81.24381272,0,0,0,0,0,0
8/1/00,81.08308169,0,0,0,0,0,0
9/1/00,81.14656177,0,0,0,0,0,0
10/1/00,81.13736546,0,0,0,0,0,0
11/1/00,81.35083402,0,0,0,0,0,0
12/1/00,81.40942586,0,0,0,0,0,0
1/1/01,81.31903891,0,0,0,0,0,0
2/1/01,81.27456431,0,0,0,0,0,0
3/1/01,81.25944615,0,0,0,0,0,0
4/1/01,80.9182792,0,0,0,0,0,0
5/1/01,80.85196662,0,0,0,0,0,0
6/1/01,80.59993422,0,0,0,0,0,0
7/1/01,80.49110745,0,0,0,0,0,0
8/1/01,80.21387897,0,0,0,0,0,0
9/1/01,80.18501183,0,0,0,0,0,0
10/1/01,79.89444305,0,0,0,0,0,0
11/1/01,79.64318673,0,0,0,0,0,0
12/1/01,79.76694588,0,0,0,0,0,0
1/1/02,79.59493304,0,0,0,0,0,0
2/1/02,79.83565753,0,0,0,0,0,0
3/1/02,79.64929787,0,0,0,0,0,0
4/1/02,79.50632231,0,0,0,0,0,0
5/1/02,79.32534595,0,0,0,0,0,0
6/1/02,79.18398569,0,0,0,0,0,0
7/1/02,79.05326811,0,0,0,0,0,0
8/1/02,79.30393198,0,0,0,0,0,0
9/1/02,79.3392883,0,0,0,0,0,0
10/1/02,79.18018681,0,0,0,0,0,0
11/1/02,78.77894759,0,0,0,0,0,0
12/1/02,78.99949861,0,0,0,0,0,0
1/1/03,78.9738891,0,0,0,0,0,0
2/1/03,78.91169515,0,0,0,0,0,0
3/1/03,79.01241972,0,0,0,0,0,0
4/1/03,79.07848916,0,0,0,0,0,0
5/1/03,78.76697129,0,0,0,0,0,0
6/1/03,78.89006522,0,0,0,0,0,0
7/1/03,78.73386971,0,0,0,0,0,0
8/1/03,78.69231189,0,0,0,0,0,0
9/1/03,78.55944435,0,0,0,0,0,0
10/1/03,78.59769538,0,0,0,0,0,0
11/1/03,78.76929119,0,0,0,0,0,0
12/1/03,78.80158637,0,0,0,0,0,0
1/1/04,78.8771752,0,0,0,0,0,0
2/1/04,78.80199663,0,0,0,0,0,0
3/1/04,78.76071356,0,0,0,0,0,0
4/1/04,78.90586563,0,0,0,0,0,0
5/1/04,78.93629097,0,0,0,0,0,0
6/1/04,79.07472152,0,0,0,0,0,0
7/1/04,79.20243218,0,0,0,0,0,0
8/1/04,79.03078754,0,0,0,0,0,0
9/1/04,79.0281466,0,0,0,0,0,0
10/1/04,79.04604362,0,0,0,0,0,0
11/1/04,79.17429238,0,0,0,0,0,0
12/1/04,78.98892314,0,0,0,0,0,0
1/1/05,79.09399438,0,0,0,0,0,0
2/1/05,79.1380484,0,0,0,0,0,0
3/1/05,79.08686984,0,0,0,0,0,0
4/1/05,79.35345448,0,0,0,0,0,0
5/1/05,79.43722038,0,0,0,0,0,0
6/1/05,79.22330382,0,0,0,0,0,0
7/1/05,79.44147102,0,0,0,0,0,0
8/1/05,79.64399818,0,0,0,0,0,0
9/1/05,79.47826577,0,0,0,0,0,0
10/1/05,79.42464005,0,0,0,0,0,0
11/1/05,79.33085899,0,0,0,0,0,0
12/1/05,79.4043197,0,0,0,0,0,0
1/1/06,79.46831484,0,0,0,0,0,0
2/1/06,79.51095574,0,0,0,0,0,0
3/1/06,79.66129041,0,0,0,0,0,0
4/1/06,79.5593538,0,0,0,0,0,0
5/1/06,79.65391937,0,0,0,0,0,0
6/1/06,79.77024538,0,0,0,0,0,0
7/1/06,79.80005647,0,0,0,0,0,0
8/1/06,79.78995816,0,0,0,0,0,0
9/1/06,79.94377004,0,0,0,0,0,0
10/1/06,80.26346507,0,0,0,0,0,0
11/1/06,80.15214973,0,0,0,0,0,0
12/1/06,80.18245842,0,0,0,0,0,0
1/1/07,80.15619424,0,0,0,0,0,0
2/1/07,79.92267616,0,0,0,0,0,0
3/1/07,80.07628621,0,0,0,0,0,0
4/1/07,79.93978343,0,0,0,0,0,0
5/1/07,80.02454502,0,0,0,0,0,0
6/1/07,79.92652108,0,0,0,0,0,0
7/1/07,79.7781239,0,0,0,0,0,0
8/1/07,79.85187663,0,0,0,0,0,0
9/1/07,79.84168929,0,0,0,0,0,0
10/1/07,79.75391631,0,0,0,0,0,0
11/1/07,79.90883449,0,0,0,0,0,0
12/1/07,79.80860999,0,0,0,0,0,0
1/1/08,79.81120031,0,0,0,0,0,0
